PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
447259245,https://twitter.com/JoeBiden/status/1894862559968477401,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38144022,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","As Black History Month comes to an end, we continue to celebrate the incredible contributions of Black Americans to our country. Black history is American history. Black culture is American culture. And Black stories and triumphs are at the core of who we are as a Nation.

As we reflect on where we have been, may we also recognize that our only way forward is by marching together.", ,no longer populated,,2025-02-26T21:30:13.000Z,post data removed,,47423,5085,5387,2796376,,
438142553,https://twitter.com/JoeBiden/status/1890814893516808523,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38143663,""following_count"":44,""like_count"":null,""post_count"":10956,""views_count"":null,""comment_count"":null,""share_count"":null}","Jill and I are relieved, alongside millions of others around the world, that Sagui Dekel-Chen is finally reunited with his family after 498 painful days. I am proud that the deal we negotiated has held, paving the way for the release of hostages. My thoughts and prayers are with the remaining hostages and their families who have all been through hell. We hope all will be reunited in the weeks ahead.", ,no longer populated,,2025-02-15T17:26:14.000Z,post data removed,,44160,4951,20001,4298102,,
437388563,https://twitter.com/JoeBiden/status/1890479495087300924,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152936,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","Happy Valentine's Day, Jilly! https://t.co/udLidjS8Ng", ,no longer populated,,2025-02-14T19:13:29.000Z,post data removed,,70337,3354,2768,1642536,,
429441224,https://twitter.com/JoeBiden/status/1886569649275335018,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38146057,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","Great meeting today with the new Chair of the DNC, @KenMartin73 who is ready for the fight ahead. https://t.co/Paqt8S8xtr", ,no longer populated,,2025-02-04T00:17:09.000Z,post data removed,,25785,2669,5127,2042752,,
428016654,https://twitter.com/JoeBiden/status/1885844995292188753,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152936,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","I join Americans, Israelis, and people around the world in welcoming home Keith Siegel, an American held hostage by Hamas for 484 days, as part of the ceasefire deal my team and I negotiated. I look forward to the remaining hostages, including additional Americans, being reunited with their families soon.

I can only imagine the relief and joy that Keith’s family must be feeling today. For more than a year, my team and I met with his family, including his wife Aviva who was once a hostage herself. I was continuously inspired by their strength and resilience as they did everything in their power to ensure he was not forgotten. My thoughts and prayers are with them and with all the families of the hostages today, all of whom have suffered so much.", ,no longer populated,,2025-02-02T00:17:38.000Z,post data removed,,23050,2765,4411,1782360,,
427930824,https://twitter.com/JoeBiden/status/1885776079459438964,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152936,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","Just got off a call with Ken Martin to congratulate him on his victory.

I know he’ll help ensure Democrats continue to fight for working people and stand up to the abuse of power. Together, we will choose possibility over peril and empower more Americans to believe that the America of our dreams is closer than we think. 

We just have to keep the faith and spread it.", ,no longer populated,Introducing the new Chair of the DNC: @KenMartin73. https://t.co/PIC6zBO6u7,2025-02-01T19:43:48.000Z,post data removed,,15447,2006,3088,1859917,,Introducing the new Chair of the DNC: @KenMartin73. https://t.co/PIC6zBO6u7
426434454,https://twitter.com/JoeBiden/status/1884990598572130408,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38143679,""following_count"":44,""like_count"":null,""post_count"":10956,""views_count"":null,""comment_count"":null,""share_count"":null}",Jill and I are praying for the families of the victims who tragically lost their lives in the plane and helicopter crash near DCA. We are immensely grateful to the brave first responders and emergency personnel on the scene., ,no longer populated,,2025-01-30T15:42:34.000Z,post data removed,,96261,7946,3341,3415767,,
424228372,https://twitter.com/JoeBiden/status/1883977197238792531,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152861,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}",It’s our responsibility to stand up to antisemitism and give hate no safe harbor. #HolocaustRemembranceDay, ,no longer populated,,2025-01-27T20:35:41.000Z,post data removed,,52623,5437,5163,3175991,,
418513853,https://twitter.com/JoeBiden/status/1881503393908425154,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152936,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS46Archive: It has been the honor of our lifetimes to serve you, the American people. https://t.co/OvrCIyWBd3", ,no longer populated,"It has been the honor of our lifetimes to serve you, the American people. https://t.co/OvrCIyWBd3",2025-01-21T00:45:40.000Z,post data removed,,0,16903,0,36,,"It has been the honor of our lifetimes to serve you, the American people. https://t.co/OvrCIyWBd3"
417238205,https://twitter.com/JoeBiden/status/1880701179703009464,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152938,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: When I look back on the past four years, I don’t just see the challenges we faced.
 
I see hope, progress, and possibility.
 
A…", ,no longer populated,"When I look back on the past four years, I don’t just see the challenges we faced.
 
I see hope, progress, and possibility.
 
A picture is worth a thousand words, but these photos tell the story of an America that’s always moving forward – we must keep it going. https://t.co/AmXq5FFGpj",2025-01-18T19:37:57.000Z,post data removed,,0,6160,0,54,,"When I look back on the past four years, I don’t just see the challenges we faced.
 
I see hope, progress, and possibility.
 
A picture is worth a thousand words, but these photos tell the story of an America that’s always moving forward – we must keep it going. https://t.co/AmXq5FFGpj"
416521916,https://twitter.com/JoeBiden/status/1880283698819657871,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38152938,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Today I'm affirming what I have long believed and what three-fourths of the states have ratified:
 
The 28th Amendment is the la…", ,no longer populated,"Today I'm affirming what I have long believed and what three-fourths of the states have ratified:
 
The 28th Amendment is the law of the land, guaranteeing all Americans equal rights and protections under the law regardless of their sex. https://t.co/oZtS6Q89zG",2025-01-17T15:59:02.000Z,post data removed,,0,3992,0,57,,"Today I'm affirming what I have long believed and what three-fourths of the states have ratified:
 
The 28th Amendment is the law of the land, guaranteeing all Americans equal rights and protections under the law regardless of their sex. https://t.co/oZtS6Q89zG"
416521935,https://twitter.com/JoeBiden/status/1880283654615941507,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38159332,""following_count"":44,""like_count"":null,""post_count"":10953,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Today, I'm commuting the sentences of nearly 2,500 people convicted of non-violent drug offenses.

This is an important step tow…", ,no longer populated,"Today, I'm commuting the sentences of nearly 2,500 people convicted of non-violent drug offenses.

This is an important step toward righting historic wrongs and providing deserving individuals the opportunity to return to their communities after far too much time behind bars. https://t.co/q7mtuyWKl2",2025-01-17T15:58:51.000Z,post data removed,,0,3277,0,39,,"Today, I'm commuting the sentences of nearly 2,500 people convicted of non-violent drug offenses.

This is an important step toward righting historic wrongs and providing deserving individuals the opportunity to return to their communities after far too much time behind bars. https://t.co/q7mtuyWKl2"
415759209,https://twitter.com/JoeBiden/status/1879695849263136925,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38164256,""following_count"":44,""like_count"":null,""post_count"":10952,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: It’s been the privilege of my life to serve our nation for over 50 years.

I’ve given my heart and soul to you, and I’ve been bl…", ,no longer populated,"It’s been the privilege of my life to serve our nation for over 50 years.

I’ve given my heart and soul to you, and I’ve been blessed a million times in return with the love and support of the American people.

Join me as I deliver my farewell address. https://t.co/DRr4U4sa7B",2025-01-16T01:03:08.000Z,post data removed,,0,4568,0,20,,"It’s been the privilege of my life to serve our nation for over 50 years.

I’ve given my heart and soul to you, and I’ve been blessed a million times in return with the love and support of the American people.

Join me as I deliver my farewell address. https://t.co/DRr4U4sa7B"
415759223,https://twitter.com/JoeBiden/status/1879621194145747091,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38171116,""following_count"":44,""like_count"":null,""post_count"":10951,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Today, after many months of intensive diplomacy by the United States, along with Egypt and Qatar, Israel and Hamas have reached…", ,no longer populated,"Today, after many months of intensive diplomacy by the United States, along with Egypt and Qatar, Israel and Hamas have reached a ceasefire and hostage deal.
 
My diplomacy never ceased in their efforts to get this done – I will speak more about this soon. https://t.co/iETWhGXEGA",2025-01-15T20:06:29.000Z,post data removed,,0,9728,0,14,,"Today, after many months of intensive diplomacy by the United States, along with Egypt and Qatar, Israel and Hamas have reached a ceasefire and hostage deal.
 
My diplomacy never ceased in their efforts to get this done – I will speak more about this soon. https://t.co/iETWhGXEGA"
414007700,https://twitter.com/JoeBiden/status/1878889494939828254,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38173226,""following_count"":44,""like_count"":null,""post_count"":10950,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Since Kamala and I took office, our nation has become stronger at home and in the world.

America today is more capable and prep…", ,no longer populated,"Since Kamala and I took office, our nation has become stronger at home and in the world.

America today is more capable and prepared than we have been for a long time.

While competitors are facing stiff headwinds, we have the wind at our back.

This is what we're handing over.",2025-01-13T19:38:58.000Z,post data removed,,0,2678,0,15,,"Since Kamala and I took office, our nation has become stronger at home and in the world.

America today is more capable and prepared than we have been for a long time.

While competitors are facing stiff headwinds, we have the wind at our back.

This is what we're handing over."
413143393,https://twitter.com/JoeBiden/status/1878850617302753543,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38173939,""following_count"":44,""like_count"":null,""post_count"":10949,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: When Roe v. Wade was overturned, we committed that we'd never stop fighting for your reproductive rights.
 
Republican elected o…", ,no longer populated,"When Roe v. Wade was overturned, we committed that we'd never stop fighting for your reproductive rights.
 
Republican elected officials made it clear they will not protect the rights of women.
 
So we did. https://t.co/YMnd0XyJ0M",2025-01-13T17:04:29.000Z,post data removed,,0,2062,0,13,,"When Roe v. Wade was overturned, we committed that we'd never stop fighting for your reproductive rights.
 
Republican elected officials made it clear they will not protect the rights of women.
 
So we did. https://t.co/YMnd0XyJ0M"
413143431,https://twitter.com/JoeBiden/status/1878850602568142959,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38182886,""following_count"":44,""like_count"":null,""post_count"":10948,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @POTUS: Today I convened the @VP and key response officials from my team for a virtual briefing on the Administration's efforts to suppr…, ,no longer populated,"Today I convened the @VP and key response officials from my team for a virtual briefing on the Administration's efforts to suppress the wildfires across Los Angeles.

We will continue supporting the state and local response with federal resources, for as long as it takes. https://t.co/gsV5dNXeT9",2025-01-13T17:04:25.000Z,post data removed,,0,1628,0,23,,"Today I convened the @VP and key response officials from my team for a virtual briefing on the Administration's efforts to suppress the wildfires across Los Angeles.

We will continue supporting the state and local response with federal resources, for as long as it takes. https://t.co/gsV5dNXeT9"
408511555,https://twitter.com/JoeBiden/status/1877471910558130373,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38182890,""following_count"":44,""like_count"":null,""post_count"":10947,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @POTUS: I've convened the @VP and Senior White House and Administration officials for a briefing on the full federal response to the wil…, ,no longer populated,"I've convened the @VP and Senior White House and Administration officials for a briefing on the full federal response to the wildfires across Los Angeles.
 
Tune in here: https://t.co/CrWp5KaV3T",2025-01-09T21:45:59.000Z,post data removed,,0,1384,0,15,,"I've convened the @VP and Senior White House and Administration officials for a briefing on the full federal response to the wildfires across Los Angeles.
 
Tune in here: https://t.co/CrWp5KaV3T"
407900844,https://twitter.com/JoeBiden/status/1877126453638099372,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38183586,""following_count"":44,""like_count"":null,""post_count"":10946,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: To the brave men and women who ran towards danger over the past 24 hours in Southern California, I want you to know your Preside…", ,no longer populated,"To the brave men and women who ran towards danger over the past 24 hours in Southern California, I want you to know your President, and the rest of the country, is with you.

You suited up and risked your lives to save the lives of your fellow Americans. We are indebted to you. https://t.co/8MXeeLf9iD",2025-01-08T22:53:16.000Z,post data removed,,0,4940,0,11,,"To the brave men and women who ran towards danger over the past 24 hours in Southern California, I want you to know your President, and the rest of the country, is with you.

You suited up and risked your lives to save the lives of your fellow Americans. We are indebted to you. https://t.co/8MXeeLf9iD"
407900848,https://twitter.com/JoeBiden/status/1877126397124116578,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38178549,""following_count"":44,""like_count"":null,""post_count"":10945,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Over 100,000 people have been ordered to evacuate communities impacted by the Southern California wildfires. At least two people…", ,no longer populated,"Over 100,000 people have been ordered to evacuate communities impacted by the Southern California wildfires. At least two people have been killed. And many more are injured – including firefighters.

It’s devastating.

To the residents of Southern California: We are with you. https://t.co/N0oValzP7l",2025-01-08T22:53:03.000Z,post data removed,,0,1349,0,10,,"Over 100,000 people have been ordered to evacuate communities impacted by the Southern California wildfires. At least two people have been killed. And many more are injured – including firefighters.

It’s devastating.

To the residents of Southern California: We are with you. https://t.co/N0oValzP7l"
407900857,https://twitter.com/JoeBiden/status/1877126339045531779,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38178869,""following_count"":44,""like_count"":null,""post_count"":10944,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @POTUS: I have directed the @DeptofDefense to rapidly provide additional firefighting personnel and capabilities to the region being imp…, ,no longer populated,"I have directed the @DeptofDefense to rapidly provide additional firefighting personnel and capabilities to the region being impacted by the Southern California wildfires.

We also continue to work closely with the National Guard.",2025-01-08T22:52:49.000Z,post data removed,,0,2653,0,14,,"I have directed the @DeptofDefense to rapidly provide additional firefighting personnel and capabilities to the region being impacted by the Southern California wildfires.

We also continue to work closely with the National Guard."
407078965,https://twitter.com/JoeBiden/status/1876656622078242949,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38180280,""following_count"":45,""like_count"":null,""post_count"":10943,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Jill and I traveled to New Orleans to stand with a community defined by strength and resilience.
 
To grieve.
To pray.
And let t…", ,no longer populated,"Jill and I traveled to New Orleans to stand with a community defined by strength and resilience.
 
To grieve.
To pray.
And let them know that America stands with them, and mourns with them. https://t.co/26Phe203WF",2025-01-07T15:46:19.000Z,post data removed,,0,2421,0,52,,"Jill and I traveled to New Orleans to stand with a community defined by strength and resilience.
 
To grieve.
To pray.
And let them know that America stands with them, and mourns with them. https://t.co/26Phe203WF"
404819023,https://twitter.com/JoeBiden/status/1876385025748291889,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38180713,""following_count"":45,""like_count"":null,""post_count"":10944,""views_count"":null,""comment_count"":null,""share_count"":null}","Four years ago, violent insurrectionists attacked the Capitol, threatened the lives of elected officials, and assaulted brave law enforcement officers.

We cannot forget. https://t.co/dD1Kj1f14B", ,no longer populated,,2025-01-06T21:47:06.000Z,post data removed,,28873,6266,10710,1773026,,
403025985,https://twitter.com/JoeBiden/status/1875570153817018796,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38184969,""following_count"":45,""like_count"":null,""post_count"":10941,""views_count"":null,""comment_count"":null,""share_count"":null}","Judges matter. They shape the everyday lives of Americans, preserving our freedoms and defending our liberties.

The 235 judges confirmed by my administration include a record number with backgrounds that have long been overlooked: advocates for civil rights, workers’ rights, https://t.co/tlDcgFbzVM", ,no longer populated,,2025-01-04T15:49:05.000Z,post data removed,,13214,2226,3582,724383,,
402725791,https://twitter.com/JoeBiden/status/1875315267640655913,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38189875,""following_count"":45,""like_count"":null,""post_count"":10939,""views_count"":null,""comment_count"":null,""share_count"":null}","I am proud to have secured a historic 235 judicial confirmations during my administration. 

These judges will be independent, fair, and impartial—respecting the rule of law and upholding the Constitution. https://t.co/apZ4V4eScT", ,no longer populated,,2025-01-03T22:56:16.000Z,post data removed,,10683,1731,2697,609897,,
402580239,https://twitter.com/JoeBiden/status/1875223142513234350,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38189875,""following_count"":45,""like_count"":null,""post_count"":10939,""views_count"":null,""comment_count"":null,""share_count"":null}","As the 119th Congress convenes today, I’m reflecting on my time in the Senate with a few throwbacks. https://t.co/K2pMWjAu1I", ,no longer populated,,2025-01-03T16:50:11.000Z,post data removed,,18443,1896,4638,1386298,,
402376513,https://twitter.com/JoeBiden/status/1874945160397930975,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38191348,""following_count"":45,""like_count"":null,""post_count"":10938,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Folks, it's 2025. That means Medicare’s new $2,000 cap on prescription drug costs from my Inflation Reduction Act goes fully int…", ,no longer populated,"Folks, it's 2025. That means Medicare’s new $2,000 cap on prescription drug costs from my Inflation Reduction Act goes fully into effect.

This is a game changer.",2025-01-02T22:25:35.000Z,post data removed,,0,5883,0,46,,"Folks, it's 2025. That means Medicare’s new $2,000 cap on prescription drug costs from my Inflation Reduction Act goes fully into effect.

This is a game changer."
401639053,https://twitter.com/JoeBiden/status/1874497956667359429,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38199775,""following_count"":45,""like_count"":null,""post_count"":10937,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @POTUS: I have been continually briefed since early this morning regarding the horrific incident that occurred in New Orleans overnight.…, ,no longer populated,"I have been continually briefed since early this morning regarding the horrific incident that occurred in New Orleans overnight.

The FBI is taking the lead in the investigation and is investigating this incident as an act of terrorism. I will continue to receive updates",2025-01-01T16:48:34.000Z,post data removed,,0,3179,0,10,,"I have been continually briefed since early this morning regarding the horrific incident that occurred in New Orleans overnight.

The FBI is taking the lead in the investigation and is investigating this incident as an act of terrorism. I will continue to receive updates"
401358237,https://twitter.com/JoeBiden/status/1874470737181827487,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38143718,""following_count"":44,""like_count"":null,""post_count"":10956,""views_count"":null,""comment_count"":null,""share_count"":null}","Happy New Year, folks.", ,no longer populated,,2025-01-01T15:00:24.000Z,post data removed,,53248,3417,8384,4381809,,
401639059,https://twitter.com/JoeBiden/status/1874460165594046773,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38259215,""following_count"":45,""like_count"":null,""post_count"":10935,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Happy New Year, America! https://t.co/N3WQzbxvF1", ,no longer populated,"Happy New Year, America! https://t.co/N3WQzbxvF1",2025-01-01T14:18:23.000Z,post data removed,,0,3326,0,18,,"Happy New Year, America! https://t.co/N3WQzbxvF1"
400158172,https://twitter.com/JoeBiden/status/1873509701792813405,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38258987,""following_count"":45,""like_count"":null,""post_count"":10933,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Over six decades, Jill and I had the honor of calling Jimmy Carter a dear friend. 
 
But, what’s extraordinary about Jimmy Carte…", ,no longer populated,"Over six decades, Jill and I had the honor of calling Jimmy Carter a dear friend. 
 
But, what’s extraordinary about Jimmy Carter, though, is that millions of people throughout America and the world who never met him thought of him as a dear friend as well. https://t.co/irknhZ6CJY",2024-12-29T23:21:35.000Z,post data removed,,0,8000,0,6,,"Over six decades, Jill and I had the honor of calling Jimmy Carter a dear friend. 
 
But, what’s extraordinary about Jimmy Carter, though, is that millions of people throughout America and the world who never met him thought of him as a dear friend as well. https://t.co/irknhZ6CJY"
400158176,https://twitter.com/JoeBiden/status/1873509522897359192,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38258987,""following_count"":45,""like_count"":null,""post_count"":10933,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @POTUS: Today, America and the world lost an extraordinary leader, statesman and humanitarian. https://t.co/Ki7Rhbent0", ,no longer populated,"Today, America and the world lost an extraordinary leader, statesman and humanitarian. https://t.co/Ki7Rhbent0",2024-12-29T23:20:53.000Z,post data removed,,0,11514,0,7,,"Today, America and the world lost an extraordinary leader, statesman and humanitarian. https://t.co/Ki7Rhbent0"
399730389,https://twitter.com/JoeBiden/status/1873091636382626018,,Twitter,10320355,Joe Biden,blank_for_now,blank_for_now,"{""follower_count"":38154680,""following_count"":44,""like_count"":null,""post_count"":10954,""views_count"":null,""comment_count"":null,""share_count"":null}",Getting to show up for the American people every day is the best part of my job. Here’s a look back at this past year. https://t.co/ZXfc1fixWb, ,no longer populated,,2024-12-28T19:40:21.000Z,post data removed,,9491,1626,5275,811089,,
